stance
-7.97E-01
1.84E-01
-1.26E-01
1.09E-01
-2.69E-01
1.13E-01
3.89E-01
-5.44E-01
1.11E-01
1.90E-01
6.38E-01
-7.00E-02
2.84E-01
5.50E-01
-9.15E-01
-1.85E-01
4.44E-01
6.56E-02
4.15E-01
2.87E-01
3.55E-01
6.02E-01
4.02E-01
1.22E-01
3.63E-01
5.32E-02
3.70E-01
1.54E-01
2.38E-01
-1.26E-01
5.12E-01
-2.42E-01
1.63E-01
-1.24E-01
-1.04E-01
1.50E-01
-3.19E-01
2.37E-01
3.42E-01
-4.28E-01
4.06E-01
4.78E-02
-4.59E-01
3.79E-01
-4.24E-01
2.22E-01
4.09E-01
3.91E-01
3.33E-01
1.76E-01
1.49E-01
-3.53E-03
3.70E-01
-5.06E-03
3.68E-01
4.88E-01
3.56E-01
3.13E-01
-3.54E-02
2.91E-01
3.65E-01
4.65E-01
7.99E-02
-6.38E-02
-6.06E-01
5.43E-01
1.63E-01
-5.84E-01
6.67E-01
-9.74E-02
3.33E-01
2.13E-01
3.68E-01
-1.16E-01
5.96E-01
-5.88E-01
-6.90E-01
-5.70E-01
1.69E-01
2.52E-01
4.68E-01
-3.06E-01
-3.65E-01
2.71E-01
1.97E-01
-6.92E-01
2.85E-01
1.15E-02
2.53E-01
5.79E-01
2.92E-01
2.66E-01
2.80E-01
2.59E-01
-1.40E-01
2.52E-01
1.88E-01
4.01E-01
5.33E-01
-1.15E-01
-2.67E-01
3.53E-01
-8.01E-02
4.01E-01
-5.85E-01
2.98E-01
-1.73E-01
-6.13E-02
9.26E-02
3.80E-01
-6.29E-02
3.22E-01
-6.11E-01
3.75E-01
3.19E-01
3.43E-01
2.00E-01
3.18E-01
1.88E-01
-2.20E-01
2.81E-01
3.66E-01
-6.91E-01
3.54E-01
-7.56E-02
-9.69E-02
2.13E-01
2.60E-01
2.43E-01
5.39E-02
2.24E-01
3.80E-01
-3.88E-01
-1.43E-01
3.04E-01
9.86E-02
-1.99E-01
5.05E-01
3.19E-01
-5.01E-01
5.37E-02
2.71E-01
-1.24E-01
3.76E-01
-7.26E-01
-3.60E-01
4.61E-01
-3.91E-01
2.28E-01
3.46E-02
-5.21E-01
2.85E-01
-1.48E-01
2.67E-01
9.87E-02
2.57E-01
2.66E-01
3.31E-01
2.20E-01
-5.96E-01
3.14E-01
4.00E-01
-2.11E-01
3.16E-01
-4.99E-01
2.78E-01
3.07E-01
5.04E-01
3.32E-01
2.69E-01
2.09E-01
3.96E-01
3.60E-01
2.50E-01
2.71E-01
2.80E-01
3.97E-01
1.61E-01
-3.27E-01
2.31E-01
4.61E-01
2.00E-01
2.17E-01
-4.96E-01
9.96E-02
3.13E-01
-4.94E-01
2.75E-01
3.71E-01
5.27E-02
-2.65E-01
3.97E-01
2.85E-01
-6.75E-01
2.85E-01
-2.09E-01
5.08E-01
-1.92E-01
-2.54E-01
4.50E-01
